Año,Crecimiento PIB PER,IPC PER,Crecimiento PIB COL,IPC COL,Crecimiento PIB MEX,IPC MEX,Crecimiento PIB CHL,IPC CHL
2011,6.32719240161117,3.36931095333853,6.94789198173555,3.4150334477625,3.44404507835114,3.40737824605742,6.22389678693851,3.34121694259301
2012,6.13972470560435,3.61121294940163,3.91263576716115,3.16930188840055,3.55321075014902,4.11150981070289,6.15534002096459,3.00744840213047
2013,5.85251821084928,2.76789666082002,5.13399351995672,2.01699224310383,0.852101564092919,3.80639069747204,3.30850824469113,1.7895555398459
2014,2.38215737180541,3.41194579807465,4.49903000110972,2.89883787761738,2.50376350288664,4.01861608078679,1.79264947361806,4.71867527854663
2015,3.25224477218451,3.39809194746308,2.95590137527523,4.9898311584953,2.70232342550646,2.72064064964023,2.15194249853634,4.34877353217053
2016,3.95331871520767,3.55717663556279,2.08738250162794,7.51346024627675,1.77249323408108,2.8217078474766,1.75303874553305,3.78619355893118
2017,2.51883544233135,2.99490045809443,1.35936086788746,4.31431325695011,1.87172852475888,6.04145724018986,1.35769537797211,2.18271846868519
2018,3.969351341365,1.50915423024742,2.56432428277704,3.24056932930569,1.97208211117706,4.89935015356551,3.99002947521676,2.43488981353057
2019,2.24063176875049,2.25212191358027,3.18685539245533,3.52301932741447,-0.278148781271128,3.63596142127046,0.743130031576072,2.55754475703327
2020,-10.8696407826493,2.00241205759292,-7.25229907492306,2.52663500084706,-8.65158681905974,3.39683415570007,-6.14524685814565,3.04549084804334
2021,13.4175302909947,4.27166381536798,11.0161932669779,3.49505757399448,5.83782952301841,5.68920847683753,11.7374310662749,4.52456838259121
2022,2.68387143477631,8.33370630096231,7.25656287393603,10.1772313546166,3.89823146126129,7.8962761916855,2.44040340034618,11.6438667110561
